,Player_Stats (College/Univ),Player_Stats (Univ_State),School,City and State,Type,Conference,Division,Sub-division
3925,Nebraska,NE,University of Nebraska,"Lincoln, Nebraska",Public,Big Ten Conference,NCAA D1,FBS
3926,Hawaii,HI,University of Hawaii at Manoa,"Honolulu, Hawaii",Public,Mountain West Conference,NCAA D1,FBS
3927,Cincinnati,OH,University of Cincinnati,"Cincinnati, Ohio",Public,American Athletic Conference,NCAA D1,FBS
3928,Cincinnati,OH,University of Cincinnati,"Cincinnati, Ohio",Public,American Athletic Conference,NCAA D1,FBS
3929,Washington,WA,University of Washington,"Seattle, Washington",Public,Pac-12 Conference,NCAA D1,FBS
3930,Washington,WA,University of Washington,"Seattle, Washington",Public,Pac-12 Conference,NCAA D1,FBS
3931,Oregon,OR,University of Oregon,"Eugene, Oregon",Public,Pac-12 Conference,NCAA D1,FBS
3932,Army,NY,United States Military Academy,"West Point, New York",Public,Patriot League,NCAA D1,FBS
3933,South Carolina,SC,University of South Carolina,"Columbia, South Carolina",Public,Southeastern Conference,NCAA D1,FBS
3934,South Carolina,SC,University of South Carolina,"Columbia, South Carolina",Public,Southeastern Conference,NCAA D1,FBS
3935,South Carolina,SC,University of South Carolina,"Columbia, South Carolina",Public,Southeastern Conference,NCAA D1,FBS
3936,Clemson,SC,Clemson University,"Clemson, South Carolina",Public,Atlantic Coast Conference,NCAA D1,FBS
3937,Mississippi St.,MS,Mississippi State University,"Mississippi State, Mississippi",Public,Southeastern Conference,NCAA D1,FBS
3938,Mississippi St.,MS,Mississippi State University,"Mississippi State, Mississippi",Public,Southeastern Conference,NCAA D1,FBS
3939,Louisville,KY,University of Louisville,"Louisville, Kentucky",Public,Atlantic Coast Conference,NCAA D1,FBS
3940,Kentucky,KY,University of Kentucky,"Lexington, Kentucky",Public,Southeastern Conference,NCAA D1,FBS
3941,Rutgers,NJ,Rutgers University,"Piscataway, New Jersey",Public,Big Ten Conference,NCAA D1,FBS
3942,Rutgers,NJ,Rutgers University,"Piscataway, New Jersey",Public,Big Ten Conference,NCAA D1,FBS
3943,Wisconsin,WI,University of Wisconsin,"Madison, Wisconsin",Public,Big Ten Conference,NCAA D1,FBS
3944,Missouri,MO,University of Missouri,"Columbia, Missouri",Public,Southeastern Conference,NCAA D1,FBS
3945,Missouri Southern,MO,Missouri Southern State University,"Joplin, Missouri",Public,Mid-America Intercollegiate Athletics Association,NCAA D2,NCAA D2
3946,Missouri S&T,MO,Missouri University of Science & Technology,"Rolla, Missouri",Public,Great Lakes Valley Conference,NCAA D2,NCAA D2
3947,South Dakota,SD,University of South Dakota,"Vermillion, South Dakota",Public,Summit League,NCAA D1,FCS
3948,Marshall,WV,Marshall University,"Huntington, West Virginia",Public,Conference USA,NCAA D1,FBS
3949,BYU,UT,Brigham Young University,"Provo, Utah",Private,West Coast Conference,NCAA D1,FBS
3950,North Carolina St.,NC,North Carolina State University,"Raleigh, North Carolina",Public,Atlantic Coast Conference,NCAA D1,FBS
3951,Duke,NC,Duke University,"Durham, North Carolina",Private,Atlantic Coast Conference,NCAA D1,FBS
3952,Fayetteville St.,NC,Fayetteville State University,"Fayetteville, North Carolina",Public,Central Intercollegiate Athletic Association,NCAA D2,NCAA D2
3953,Michigan,MI,University of Michigan,"Ann Arbor, Michigan",Public,Big Ten Conference,NCAA D1,FBS
3954,Western Michigan,MI,Western Michigan University,"Kalamazoo, Michigan",Public,Mid-American Conference,NCAA D1,FBS
3955,Western Michigan,MI,Western Michigan University,"Kalamazoo, Michigan",Public,Mid-American Conference,NCAA D1,FBS
3956,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
3957,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
3958,Louisiana Tech,LA,Louisiana Tech University,"Ruston, Louisiana",Public,Conference USA,NCAA D1,FBS
3959,Florida St.,FL,Florida State University,"Tallahassee, Florida",Public,Atlantic Coast Conference,NCAA D1,FBS
3960,Miami (FL),FL,University of Miami,"Coral Gables, Florida",Private,Atlantic Coast Conference,NCAA D1,FBS
3961,Florida,FL,University of Florida,"Gainesville, Florida",Public,Southeastern Conference,NCAA D1,FBS
3962,Florida,FL,University of Florida,"Gainesville, Florida",Public,Southeastern Conference,NCAA D1,FBS
3963,Florida,FL,University of Florida,"Gainesville, Florida",Public,Southeastern Conference,NCAA D1,FBS
3964,Florida,FL,University of Florida,"Gainesville, Florida",Public,Southeastern Conference,NCAA D1,FBS
3965,South Florida,FL,University of South Florida,"Tampa, Florida",Public,American Athletic Conference,NCAA D1,FBS
3966,Oklahoma,OK,University of Oklahoma,"Norman, Oklahoma",Public,Big 12 Conference,NCAA D1,FBS
3967,Oklahoma,OK,University of Oklahoma,"Norman, Oklahoma",Public,Big 12 Conference,NCAA D1,FBS
3968,Oklahoma,OK,University of Oklahoma,"Norman, Oklahoma",Public,Big 12 Conference,NCAA D1,FBS
3969,Oklahoma,OK,University of Oklahoma,"Norman, Oklahoma",Public,Big 12 Conference,NCAA D1,FBS
3970,Tulsa,OK,University of Tulsa,"Tulsa, Oklahoma",Private,American Athletic Conference,NCAA D1,FBS
3971,Notre Dame,IN,University of Notre Dame,"Notre Dame, Indiana",Private,Division I-A Independents,NCAA D1,FBS
3972,Purdue,IN,Purdue University,"West Lafayette, Indiana",Public,Big Ten Conference,NCAA D1,FBS
3973,Indiana,IN,Indiana University,"Bloomington, Indiana",Public,Big Ten Conference,NCAA D1,FBS
3974,Ball St.,IN,Ball State University,"Muncie, Indiana",Public,Mid-American Conference,NCAA D1,FBS
3975,UCLA,CA,University of California – Los Angeles – UCLA,"Los Angeles, California",Public,Pac-12 Conference,NCAA D1,FBS
3976,Stanford,CA,Stanford University,"Stanford, California",Private,Pac-12 Conference,NCAA D1,FBS
3977,Ventura College,CA,Ventura College,"Ventura, California",Public,Southern California Football Association,NCAA D1,FCS
3978,Colorado State-Pueblo,CO,Colorado State University – Pueblo,"Pueblo, Colorado",Public,Rocky Mountain Athletic Conference,NCAA D2,NCAA D2
3979,Tennessee,TN,University of Tennessee,"Knoxville, Tennessee",Public,Southeastern Conference,NCAA D1,FBS
3980,Middle Tenn. St.,TN,Middle Tennessee State University,"Murfreesboro, Tennessee",Public,Conference USA,NCAA D1,FBS
3981,Middle Tenn. St.,TN,Middle Tennessee State University,"Murfreesboro, Tennessee",Public,Conference USA,NCAA D1,FBS
3982,Virginia Tech,VA,Virginia Tech,"Blacksburg, Virginia",Public,Atlantic Coast Conference,NCAA D1,FBS
3983,Penn St.,PA,Penn State,"University Park, Pennsylvania",Public,Big Ten Conference,NCAA D1,FBS
3984,Pennsylvania,PA,University of Pennsylvania – Penn,"Philadelphia, Pennsylvania",Private,Ivy League,NCAA D1,FCS
3985,Texas,TX,University of Texas – Austin,"Austin, Texas",Public,Big 12 Conference,NCAA D1,FBS
3986,Texas,TX,University of Texas – Austin,"Austin, Texas",Public,Big 12 Conference,NCAA D1,FBS
3987,SMU,TX,Southern Methodist University – SMU,"Dallas, Texas",Private,American Athletic Conference,NCAA D1,FBS
3988,TCU,TX,Texas Christian University,"Fort Worth, Texas",Private,Big 12 Conference,NCAA D1,FBS
3989,Texas Tech,TX,Texas Tech University,"Lubbock, Texas",Public,Big 12 Conference,NCAA D1,FBS
3990,S.F. Austin,TX,Stephen F. Austin State University,"Nacogdoches, Texas",Public,United Athletic Conference,NCAA D1,FCS
3991,Auburn,AL,Auburn University,"Auburn, Alabama",Public,Southeastern Conference,NCAA D1,FBS
3992,Samford,AL,Samford University,"Birmingham, Alabama",Private,Southern Conference,NCAA D1,FCS
3993,Georgia,GA,University of Georgia,"Athens, Georgia",Public,Southeastern Conference,NCAA D1,FBS
3994,Georgia,GA,University of Georgia,"Athens, Georgia",Public,Southeastern Conference,NCAA D1,FBS
3995,Georgia Tech,GA,Georgia Tech,"Atlanta, Georgia",Public,Atlantic Coast Conference,NCAA D1,FBS
3996,Georgia Southern,GA,Georgia Southern University,"Statesboro, Georgia",Public,Sun Belt Conference,NCAA D1,FBS
3997,Kansas St.,KS,Kansas State University,"Manhattan, Kansas",Public,Big 12 Conference,NCAA D1,FBS
3998,Kansas St.,KS,Kansas State University,"Manhattan, Kansas",Public,Big 12 Conference,NCAA D1,FBS
3999,Illinois,IL,University of Illinois,"Champaign, Illinois",Public,Big Ten Conference,NCAA D1,FBS
4000,Hawaii,HI,University of Hawaii at Manoa,"Honolulu, Hawaii",Public,Mountain West Conference,NCAA D1,FBS
4001,Cincinnati,OH,University of Cincinnati,"Cincinnati, Ohio",Public,American Athletic Conference,NCAA D1,FBS
4002,Cincinnati,OH,University of Cincinnati,"Cincinnati, Ohio",Public,American Athletic Conference,NCAA D1,FBS
4003,Washington,WA,University of Washington,"Seattle, Washington",Public,Pac-12 Conference,NCAA D1,FBS
4004,Army,NY,United States Military Academy,"West Point, New York",Public,Patriot League,NCAA D1,FBS
4005,Clemson,SC,Clemson University,"Clemson, South Carolina",Public,Atlantic Coast Conference,NCAA D1,FBS
4006,Mississippi St.,MS,Mississippi State University,"Mississippi State, Mississippi",Public,Southeastern Conference,NCAA D1,FBS
4007,Mississippi St.,MS,Mississippi State University,"Mississippi State, Mississippi",Public,Southeastern Conference,NCAA D1,FBS
4008,Rutgers,NJ,Rutgers University,"Piscataway, New Jersey",Public,Big Ten Conference,NCAA D1,FBS
4009,Wisconsin,WI,University of Wisconsin,"Madison, Wisconsin",Public,Big Ten Conference,NCAA D1,FBS
4010,Missouri,MO,University of Missouri,"Columbia, Missouri",Public,Southeastern Conference,NCAA D1,FBS
4011,Missouri,MO,University of Missouri,"Columbia, Missouri",Public,Southeastern Conference,NCAA D1,FBS
4012,Missouri S&T,MO,Missouri University of Science & Technology,"Rolla, Missouri",Public,Great Lakes Valley Conference,NCAA D2,NCAA D2
4013,South Dakota,SD,University of South Dakota,"Vermillion, South Dakota",Public,Summit League,NCAA D1,FCS
4014,Michigan St.,MI,Michigan State University,"East Lansing, Michigan",Public,Big Ten Conference,NCAA D1,FBS
4015,Michigan St.,MI,Michigan State University,"East Lansing, Michigan",Public,Big Ten Conference,NCAA D1,FBS
4016,Michigan St.,MI,Michigan State University,"East Lansing, Michigan",Public,Big Ten Conference,NCAA D1,FBS
4017,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
4018,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
4019,Southern,LA,Southern University & A&M College,"Baton Rouge, Louisiana",Public,Southwestern Athletic Conference,NCAA D1,FCS
4020,Southern,LA,Southern University & A&M College,"Baton Rouge, Louisiana",Public,Southwestern Athletic Conference,NCAA D1,FCS
4021,Grambling St.,LA,Grambling State University,"Grambling, Louisiana",Public,Southwestern Athletic Conference,NCAA D1,FCS
4022,Grambling St.,LA,Grambling State University,"Grambling, Louisiana",Public,Southwestern Athletic Conference,NCAA D1,FCS
4023,Miami (FL),FL,University of Miami,"Coral Gables, Florida",Private,Atlantic Coast Conference,NCAA D1,FBS
4024,Notre Dame,IN,University of Notre Dame,"Notre Dame, Indiana",Private,Division I-A Independents,NCAA D1,FBS
4025,Purdue,IN,Purdue University,"West Lafayette, Indiana",Public,Big Ten Conference,NCAA D1,FBS
4026,USC,CA,University of Southern California,"Los Angeles, California",Private,Pac-12 Conference,NCAA D1,FBS
4027,Pacific,CA,Pacific University,"Forest Grove, Oregon",Private,Northwest Conference,NCAA D3,NCAA D3
4028,Humboldt St.,CA,Humboldt State University,"Arcata, California",Public,Great Northwest Athletic Conference,NCAA D2,NCAA D2
4029,Tennessee St.,TN,Tennessee State University,"Nashville, Tennessee",Public,Ohio Valley Conference,NCAA D1,FCS
4030,Tennessee St.,TN,Tennessee State University,"Nashville, Tennessee",Public,Ohio Valley Conference,NCAA D1,FCS
4031,Tennessee St.,TN,Tennessee State University,"Nashville, Tennessee",Public,Ohio Valley Conference,NCAA D1,FCS
4032,Texas A&M,TX,Texas A&M University,"College Station, Texas",Public,Southeastern Conference,NCAA D1,FBS
4033,SMU,TX,Southern Methodist University – SMU,"Dallas, Texas",Private,American Athletic Conference,NCAA D1,FBS
4034,SMU,TX,Southern Methodist University – SMU,"Dallas, Texas",Private,American Athletic Conference,NCAA D1,FBS
4035,TCU,TX,Texas Christian University,"Fort Worth, Texas",Private,Big 12 Conference,NCAA D1,FBS
4036,Prairie View A&M,TX,Prairie View A & M University,"Prairie View, Texas",Public,Southwestern Athletic Conference,NCAA D1,FCS
4037,Prairie View A&M,TX,Prairie View A & M University,"Prairie View, Texas",Public,Southwestern Athletic Conference,NCAA D1,FCS
4038,Texas Tech,TX,Texas Tech University,"Lubbock, Texas",Public,Big 12 Conference,NCAA D1,FBS
4039,Houston,TX,University of Houston,"Houston, Texas",Public,American Athletic Conference,NCAA D1,FBS
4040,Bishop,TX,Bishop College,"Dallas, Texas",Public,Southwestern Athletic Conference,NCAA D1,FCS
4041,Texas-El Paso,TX,University of Texas – El Paso,"El Paso, Texas",Public,Conference USA,NCAA D1,FBS
4042,Auburn,AL,Auburn University,"Auburn, Alabama",Public,Southeastern Conference,NCAA D1,FBS
4043,Auburn,AL,Auburn University,"Auburn, Alabama",Public,Southeastern Conference,NCAA D1,FBS
4044,Iowa,IA,University of Iowa,"Iowa City, Iowa",Public,Big Ten Conference,NCAA D1,FBS
4045,Clark (GA),GA,Clark Atlanta University,"Atlanta, Georgia",Private,Southern Intercol. Ath. Conf.,NCAA D2,NCAA D2
4046,Kansas,KS,University of Kansas,"Lawrence, Kansas",Public,Big 12 Conference,NCAA D1,FBS
4047,Arizona St.,AZ,Arizona State University,"Tempe, Arizona",Public,Pac-12 Conference,NCAA D1,FBS
4048,Ohio St.,OH,Ohio State University,"Columbus, Ohio",Public,Big Ten Conference,NCAA D1,FBS
4049,Cincinnati,OH,University of Cincinnati,"Cincinnati, Ohio",Public,American Athletic Conference,NCAA D1,FBS
4050,Minnesota,MN,University of Minnesota,"Minneapolis, Minnesota",Public,Big Ten Conference,NCAA D1,FBS
4051,Minnesota,MN,University of Minnesota,"Minneapolis, Minnesota",Public,Big Ten Conference,NCAA D1,FBS
4052,Minnesota,MN,University of Minnesota,"Minneapolis, Minnesota",Public,Big Ten Conference,NCAA D1,FBS
4053,Oregon St.,OR,Oregon State University,"Corvallis, Oregon",Public,Pac-12 Conference,NCAA D1,FBS
4054,Jackson St.,MS,Jackson State University,"Jackson, Mississippi",Public,Southwestern Athletic Conference,NCAA D1,FCS
4055,Southern Miss,MS,University of Southern Mississippi,"Hattiesburg, Mississippi",Public,Sun Belt Conference,NCAA D1,FBS
4056,Morgan St.,MD,Morgan State University,"Baltimore, Maryland",Public,Mid-Eastern Athletic Conference,NCAA D1,FCS
4057,Ark-Pine Bluff,AR,University of Arkansas at Pine Bluff,"Pine Bluff, Arkansas",Public,Southwestern Athletic Conference,NCAA D1,FCS
4058,Montana St.,MT,Montana State University,"Bozeman, Montana",Public,Big Sky Conference,NCAA D1,FCS
4059,Michigan St.,MI,Michigan State University,"East Lansing, Michigan",Public,Big Ten Conference,NCAA D1,FBS
4060,Michigan St.,MI,Michigan State University,"East Lansing, Michigan",Public,Big Ten Conference,NCAA D1,FBS
4061,Michigan St.,MI,Michigan State University,"East Lansing, Michigan",Public,Big Ten Conference,NCAA D1,FBS
4062,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
4063,Southern,LA,Southern University & A&M College,"Baton Rouge, Louisiana",Public,Southwestern Athletic Conference,NCAA D1,FCS
4064,Grambling St.,LA,Grambling State University,"Grambling, Louisiana",Public,Southwestern Athletic Conference,NCAA D1,FCS
4065,La-Monroe,LA,University of Louisiana Monroe,"Monroe, Louisiana",Public,Sun Belt Conference,NCAA D1,FBS
4066,Miami (FL),FL,University of Miami,"Coral Gables, Florida",Private,Atlantic Coast Conference,NCAA D1,FBS
4067,Florida A&M,FL,Florida A&M University,"Tallahassee, Florida",Public,Southwestern Athletic Conference,NCAA D1,FCS
4068,Purdue,IN,Purdue University,"West Lafayette, Indiana",Public,Big Ten Conference,NCAA D1,FBS
4069,USC,CA,University of Southern California,"Los Angeles, California",Private,Pac-12 Conference,NCAA D1,FBS
4070,USC,CA,University of Southern California,"Los Angeles, California",Private,Pac-12 Conference,NCAA D1,FBS
4071,Stanford,CA,Stanford University,"Stanford, California",Private,Pac-12 Conference,NCAA D1,FBS
4072,Tennessee St.,TN,Tennessee State University,"Nashville, Tennessee",Public,Ohio Valley Conference,NCAA D1,FCS
4073,Tennessee St.,TN,Tennessee State University,"Nashville, Tennessee",Public,Ohio Valley Conference,NCAA D1,FCS
4074,Memphis,TN,University of Memphis,"Memphis, Tennessee",Public,American Athletic Conference,NCAA D1,FBS
4075,Penn St.,PA,Penn State,"University Park, Pennsylvania",Public,Big Ten Conference,NCAA D1,FBS
4076,West Chester,PA,West Chester University of Pennsylvania,"West Chester, Pennsylvania",Public,Pennsylvania State Athletic Conference,NCAA D2,NCAA D2
4077,Texas Southern,TX,Texas Southern University,"Houston, Texas",Public,Southwestern Athletic Conference,NCAA D1,FCS
4078,SMU,TX,Southern Methodist University – SMU,"Dallas, Texas",Private,American Athletic Conference,NCAA D1,FBS
4079,Baylor,TX,Baylor University,"Waco, Texas",Private,Big 12 Conference,NCAA D1,FBS
4080,Sam Houston St.,TX,Sam Houston State University,"Huntsville, Texas",Public,Western Athletic Conference,NCAA D1,FCS
4081,TCU,TX,Texas Christian University,"Fort Worth, Texas",Private,Big 12 Conference,NCAA D1,FBS
4082,Prairie View A&M,TX,Prairie View A & M University,"Prairie View, Texas",Public,Southwestern Athletic Conference,NCAA D1,FCS
4083,Texas Tech,TX,Texas Tech University,"Lubbock, Texas",Public,Big 12 Conference,NCAA D1,FBS
